part_id,owner,category,material,quantity,candidate_part_number,thread,length_mm,fastener_form,CAD_envelope_mm,action,STEP,STL,note
clavicle_r_elevate_G4_spring_lower_washer,clavicle_r,加工金属,spring,1,,,,,0.5 x 13.0 x 13.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/clavicle_r_elevate_G4_spring_lower_washer.step,,
clavicle_r_elevate_G4_preload_nut,clavicle_r,加工金属,metal,1,,,,,1.8 x 5.5 x 6.351,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/clavicle_r_elevate_G4_preload_nut.step,,"M3 thin nut, nominal AF5.5 x1.8; threads onto the continuous threaded tip before magnet cup installation"
clavicle_r_elevate_G4_jam_nut,clavicle_r,加工金属,metal,1,,,,,1.8 x 5.5 x 6.351,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/clavicle_r_elevate_G4_jam_nut.step,,"M3 thin nut, nominal AF5.5 x1.8; threads onto the continuous threaded tip before magnet cup installation"
clavicle_r_elevate_G4_removable_D3_magnet_cup,clavicle_r,加工金属,aluminum,1,,,,,8.3 x 11.0 x 11.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/clavicle_r_elevate_G4_removable_D3_magnet_cup.step,,D3 threaded-tip flat transmits only encoder torque; 0.75 mm floor separates shaft and magnet
clavicle_r_elevate_G4_cup_M2x5_0,clavicle_r,采购紧固件,brass,1,,M2,5,screw_head_to_drawing,2.0 x 2.0 x 5.0,按螺纹、长度、材料和实际头部包络一起核对,parts/clavicle_r_elevate_G4_cup_M2x5_0.step,,"Slotted brass M2x5, 1 mm nominal shaft thread engagement, unloaded magnet extension"
clavicle_r_elevate_G4_cup_M2x5_1,clavicle_r,采购紧固件,brass,1,,M2,5,screw_head_to_drawing,2.0 x 2.0 x 5.0,按螺纹、长度、材料和实际头部包络一起核对,parts/clavicle_r_elevate_G4_cup_M2x5_1.step,,"Slotted brass M2x5, 1 mm nominal shaft thread engagement, unloaded magnet extension"
clavicle_r_elevate_G4_magnet_6x2p5,clavicle_r,采购标准件,magnet,1,AS5000-MD6H-2,,,,2.5 x 6.0 x 6.0,AS5000-MD6H-2 候选，Ø6×2.5 径向充磁，逐件核对磁场,parts/clavicle_r_elevate_G4_magnet_6x2p5.step,,
clavicle_r_elevate_G4_magnet_keeper,clavicle_r,打印,frame,1,,,,,2.8 x 13.6 x 13.6,PLA 候选，按随件 STL 和切片复核要求,parts/clavicle_r_elevate_G4_magnet_keeper.step,print_candidates/clavicle_r_elevate_G4_magnet_keeper.stl,1.1 mm radial wall; 0.20 mm radial clearance; 0.8 mm retention face
clavicle_r_elevate_G4_keeper_M2x3_0,clavicle_r,采购紧固件,brass,1,,M2,3,screw_head_to_drawing,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/clavicle_r_elevate_G4_keeper_M2x3_0.step,,
clavicle_r_elevate_G4_keeper_M2x3_1,clavicle_r,采购紧固件,brass,1,,M2,3,screw_head_to_drawing,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/clavicle_r_elevate_G4_keeper_M2x3_1.step,,
clavicle_r_elevate_G4_post_0,clavicle_r.protract_frame,加工金属,brass,1,,,,,3.5 x 4.041 x 20.295,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/clavicle_r_elevate_G4_post_0.step,,Custom M2 male/female spacer; 2.5 mm into reaction plate; clamping does not load PCB
clavicle_r_elevate_G4_board_saddle_0,clavicle_r.protract_frame,打印,frame,1,,,,,2.0 x 4.0 x 6.4,PLA 候选，按随件 STL 和切片复核要求,parts/clavicle_r_elevate_G4_board_saddle_0.step,print_candidates/clavicle_r_elevate_G4_board_saddle_0.stl,
clavicle_r_elevate_G4_board_cap_0,clavicle_r.protract_frame,加工塑料,nylon,1,,,,,0.8 x 4.0 x 6.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/clavicle_r_elevate_G4_board_cap_0.step,,
clavicle_r_elevate_G4_board_M2x6_0,clavicle_r.protract_frame,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/clavicle_r_elevate_G4_board_M2x6_0.step,,
clavicle_r_elevate_G4_post_1,clavicle_r.protract_frame,加工金属,brass,1,,,,,3.5 x 4.041 x 20.295,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/clavicle_r_elevate_G4_post_1.step,,Custom M2 male/female spacer; 2.5 mm into reaction plate; clamping does not load PCB
clavicle_r_elevate_G4_board_saddle_1,clavicle_r.protract_frame,打印,frame,1,,,,,2.0 x 4.0 x 6.4,PLA 候选，按随件 STL 和切片复核要求,parts/clavicle_r_elevate_G4_board_saddle_1.step,print_candidates/clavicle_r_elevate_G4_board_saddle_1.stl,
clavicle_r_elevate_G4_board_cap_1,clavicle_r.protract_frame,加工塑料,nylon,1,,,,,0.8 x 4.0 x 6.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/clavicle_r_elevate_G4_board_cap_1.step,,
clavicle_r_elevate_G4_board_M2x6_1,clavicle_r.protract_frame,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.8 x 3.8 x 8.0,按螺纹、长度、材料和实际头部包络一起核对,parts/clavicle_r_elevate_G4_board_M2x6_1.step,,
clavicle_r_elevate_G4_pcb_AS5048A,clavicle_r.protract_frame,PCBA内含,pcb_component,1,,,,,1.0 x 5.0 x 6.4,按电子板成套，不按机械实体重复采购,parts/clavicle_r_elevate_G4_pcb_AS5048A.step,,actual_KiCad_STEP
clavicle_r_elevate_G4_pcb_C1,clavicle_r.protract_frame,PCBA内含,pcb_component,1,,,,,0.8 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/clavicle_r_elevate_G4_pcb_C1.step,,actual_KiCad_STEP
clavicle_r_elevate_G4_pcb_C2,clavicle_r.protract_frame,PCBA内含,pcb_component,1,,,,,1.05 x 1.45 x 2.3,按电子板成套，不按机械实体重复采购,parts/clavicle_r_elevate_G4_pcb_C2.step,,"Murata GRM219R61E106KA12D 10 uF 25 V X5R, max .95 mm body + .10 mm solder seating allocation"
clavicle_r_elevate_G4_pcb_R1,clavicle_r.protract_frame,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/clavicle_r_elevate_G4_pcb_R1.step,,actual_KiCad_STEP
clavicle_r_elevate_G4_pcb_R2,clavicle_r.protract_frame,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/clavicle_r_elevate_G4_pcb_R2.step,,actual_KiCad_STEP
clavicle_r_elevate_G4_pcb_board,clavicle_r.protract_frame,PCBA内含,pcb,1,,,,,0.91 x 10.0 x 12.0,按电子板成套，不按机械实体重复采购,parts/clavicle_r_elevate_G4_pcb_board.step,,actual_KiCad_STEP
clavicle_r_elevate_G4_pcb_J1_dimension_envelope,clavicle_r.protract_frame,PCBA内含,pcb_component,1,,,,,3.3 x 9.4 x 9.6,按电子板成套，不按机械实体重复采购,parts/clavicle_r_elevate_G4_pcb_J1_dimension_envelope.step,,"JST SM06B-SRSS-TB side-entry SH6, conservative 9.4 x9.6 x3.3 mm mated plug allocation; cable bend remains a separate harness requirement"
clavicle_r_elevate_G4_fixed_mount_M3x6_0,clavicle_r.protract_frame,采购紧固件,metal,1,,M3,6,screw_head_to_drawing,5.5 x 5.5 x 9.0,按螺纹、长度、材料和实际头部包络一起核对,parts/clavicle_r_elevate_G4_fixed_mount_M3x6_0.step,,"M3x6 into metal cartridge plate; nominal 1.95 mm engagement, spring preload closed inside cartridge"
clavicle_r_elevate_G4_fixed_mount_M3x6_1,clavicle_r.protract_frame,采购紧固件,metal,1,,M3,6,screw_head_to_drawing,5.5 x 5.5 x 9.0,按螺纹、长度、材料和实际头部包络一起核对,parts/clavicle_r_elevate_G4_fixed_mount_M3x6_1.step,,"M3x6 into metal cartridge plate; nominal 1.95 mm engagement, spring preload closed inside cartridge"
clavicle_r_protract_G4_carriage_retention_washer,clavicle_r.protract_frame,加工金属,brass,1,,,,,0.3 x 8.0 x 8.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/clavicle_r_protract_G4_carriage_retention_washer.step,,"0.30 mm metal end washer; retains carriage, not spring preload"
clavicle_r_protract_G4_carriage_M2x4,clavicle_r.protract_frame,采购紧固件,brass,1,,M2,4,screw_head_to_drawing,3.8 x 3.8 x 6.0,按螺纹、长度、材料和实际头部包络一起核对,parts/clavicle_r_protract_G4_carriage_M2x4.step,,M2x4 into shaft end; nominal 3.7 mm engagement; accessible from above before adjacent carriage
clavicle_r_protract_G4_fixed_mount_M3x6_0,chest,采购紧固件,metal,1,,M3,6,screw_head_to_drawing,5.5 x 5.5 x 9.0,按螺纹、长度、材料和实际头部包络一起核对,parts/clavicle_r_protract_G4_fixed_mount_M3x6_0.step,,"M3x6 into metal cartridge plate; nominal 1.95 mm engagement, spring preload closed inside cartridge"
clavicle_r_protract_G4_fixed_mount_M3x6_1,chest,采购紧固件,metal,1,,M3,6,screw_head_to_drawing,5.5 x 5.5 x 9.0,按螺纹、长度、材料和实际头部包络一起核对,parts/clavicle_r_protract_G4_fixed_mount_M3x6_1.step,,"M3x6 into metal cartridge plate; nominal 1.95 mm engagement, spring preload closed inside cartridge"
clavicle_r_elevate_G4_hub_M2x6,clavicle_r,采购紧固件,brass,1,,M2,6,screw_head_to_drawing,2.0 x 2.0 x 6.0,按螺纹、长度、材料和实际头部包络一起核对,parts/clavicle_r_elevate_G4_hub_M2x6.step,,"Slotted M2x6 from top of hub into shaft, nominal 1.5 mm engagement"
head_yaw_T4_rotor_face,head.yaw_frame,加工金属,aluminum_7075,1,,,,,2.8 x 18.584 x 18.584,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/head_yaw_T4_rotor_face.step,,Positive D4 drive; axial spring force reacts into the fixed metal shoulder seat; integral travel tab reacts directly into bearing frame
head_yaw_T4_lining,chest,加工塑料,peek,1,,,,,1.0 x 18.0 x 19.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/head_yaw_T4_lining.step,,"; unfilled machined PEEK candidate, dry contact; actual torque and creep must be qualified"
head_yaw_T4_sensor_integral_magnet_shaft,head.yaw_frame,加工金属,aluminum_7075,1,,,,,10.6 x 10.6 x 33.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/head_yaw_T4_sensor_integral_magnet_shaft.step,,"D4 arm drive and friction rotor drive; side-assembled keyed groove on Z -17.626..-16.426, D3 / flat 1.1; no inaccessible end nut; integral magnet cup and metal thrust shoulder"
head_yaw_T4_sensor_diametric_magnet_6x2p5,head.yaw_frame,采购标准件,magnet,1,AS5000-MD6H-2,,,,2.5 x 6.0 x 6.0,AS5000-MD6H-2 候选，Ø6×2.5 径向充磁，逐件核对磁场,parts/head_yaw_T4_sensor_diametric_magnet_6x2p5.step,,6 x 2.5 diametric magnet; 0.1 mm radial adhesive allowance; grade and field not qualified
head_yaw_T4_sensor_magnet_keeper,head.yaw_frame,打印,frame,1,,,,,2.6 x 13.0 x 13.0,PLA 候选，按随件 STL 和切片复核要求,parts/head_yaw_T4_sensor_magnet_keeper.step,print_candidates/head_yaw_T4_sensor_magnet_keeper.stl,"Removable rigid cover retains outer 0.5 mm of magnet face; 0.6 mm cover, radial brass screw attachment; print durability pending"
head_yaw_T4_sensor_keeper_set_M2x3_0,head.yaw_frame,采购紧固件,brass,1,,M2,3,set_screw,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/head_yaw_T4_sensor_keeper_set_M2x3_0.step,,Nominal slotted brass M2x3 set screw; exact purchased part and slot specification pending
head_yaw_T4_sensor_keeper_set_M2x3_1,head.yaw_frame,采购紧固件,brass,1,,M2,3,set_screw,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/head_yaw_T4_sensor_keeper_set_M2x3_1.step,,Nominal slotted brass M2x3 set screw; exact purchased part and slot specification pending
head_yaw_T4_sensor_pcb_AS5048A,chest,PCBA内含,pcb_component,1,,,,,1.0 x 5.0 x 6.4,按电子板成套，不按机械实体重复采购,parts/head_yaw_T4_sensor_pcb_AS5048A.step,,actual_KiCad_STEP
head_yaw_T4_sensor_pcb_C1,chest,PCBA内含,pcb_component,1,,,,,0.8 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/head_yaw_T4_sensor_pcb_C1.step,,actual_KiCad_STEP
head_yaw_T4_sensor_pcb_C2,chest,PCBA内含,pcb_component,1,,,,,1.05 x 1.45 x 2.3,按电子板成套，不按机械实体重复采购,parts/head_yaw_T4_sensor_pcb_C2.step,,"Murata GRM219R61E106KA12D 10 uF 25 V X5R, max .95 mm body + .10 mm solder seating allocation"
head_yaw_T4_sensor_pcb_R1,chest,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/head_yaw_T4_sensor_pcb_R1.step,,actual_KiCad_STEP
head_yaw_T4_sensor_pcb_R2,chest,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/head_yaw_T4_sensor_pcb_R2.step,,actual_KiCad_STEP
head_yaw_T4_sensor_pcb_board,chest,PCBA内含,pcb,1,,,,,0.91 x 10.0 x 12.0,按电子板成套，不按机械实体重复采购,parts/head_yaw_T4_sensor_pcb_board.step,,actual_KiCad_STEP
head_yaw_T4_sensor_pcb_J1_dimension_envelope,chest,PCBA内含,pcb_component,1,,,,,3.3 x 9.4 x 9.6,按电子板成套，不按机械实体重复采购,parts/head_yaw_T4_sensor_pcb_J1_dimension_envelope.step,,"JST SM06B-SRSS-TB side-entry SH6, conservative 9.4 x9.6 x3.3 mm mated plug allocation; cable bend remains a separate harness requirement"
head_yaw_T4_sensor_board_seat_saddle_0,chest,打印,frame,1,,,,,1.8 x 4.0 x 4.25,PLA 候选，按随件 STL 和切片复核要求,parts/head_yaw_T4_sensor_board_seat_saddle_0.step,print_candidates/head_yaw_T4_sensor_board_seat_saddle_0.stl,"Separate L saddle installed after complete magnet shaft; locating wall at +/-6.1, nominal 1.0 mm board slot; never fuse to base posts"
head_yaw_T4_sensor_board_seat_saddle_1,chest,打印,frame,1,,,,,1.8 x 4.0 x 4.25,PLA 候选，按随件 STL 和切片复核要求,parts/head_yaw_T4_sensor_board_seat_saddle_1.step,print_candidates/head_yaw_T4_sensor_board_seat_saddle_1.stl,"Separate L saddle installed after complete magnet shaft; locating wall at +/-6.1, nominal 1.0 mm board slot; never fuse to base posts"
head_yaw_T4_sensor_board_edge_cap_0,chest,加工塑料,nylon,1,,,,,0.8 x 4.0 x 4.25,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/head_yaw_T4_sensor_board_edge_cap_0.step,,Removable insulating edge retainer; nominal 1.0 mm board stack; STEP FR4 body is 0.91 mm excluding copper/model offsets; fit requires physical verification
head_yaw_T4_sensor_board_cap_M2x6_0,chest,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.5 x 3.5 x 7.4,按螺纹、长度、材料和实际头部包络一起核对,parts/head_yaw_T4_sensor_board_cap_M2x6_0.step,,"Nominal nylon M2x6 into replaceable printed support; 3.4 mm engagement, creep and repeated assembly unqualified"
head_yaw_T4_sensor_board_edge_cap_1,chest,加工塑料,nylon,1,,,,,0.8 x 4.0 x 4.25,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/head_yaw_T4_sensor_board_edge_cap_1.step,,Removable insulating edge retainer; nominal 1.0 mm board stack; STEP FR4 body is 0.91 mm excluding copper/model offsets; fit requires physical verification
head_yaw_T4_sensor_board_cap_M2x6_1,chest,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.5 x 3.5 x 7.4,按螺纹、长度、材料和实际头部包络一起核对,parts/head_yaw_T4_sensor_board_cap_M2x6_1.step,,"Nominal nylon M2x6 into replaceable printed support; 3.4 mm engagement, creep and repeated assembly unqualified"
head_yaw_T4_M_upper_thrust_shim,chest,加工金属,bronze,1,,,,,0.2 x 10.6 x 10.6,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/head_yaw_T4_M_upper_thrust_shim.step,,"0.20 mm CuSn8 thrust shim candidate; metal frame at 5.5, shaft shoulder at 5.7; flatness, wear and supplier process pending"
head_yaw_T4_M_spring_upper_washer,head.yaw_frame,加工金属,spring,1,,,,,1.0 x 11.0 x 11.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/head_yaw_T4_M_spring_upper_washer.step,,Ground steel washer; spring load kept away from arm coupling
head_yaw_T4_M_disc_spring_0,head.yaw_frame,采购碟簧,spring,1,SCHNORR 001200,,,,0.563 x 10.0 x 10.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/head_yaw_T4_M_disc_spring_0.step,,"SCHNORR 001200 opposed pair in series; 294 N nominal at 0.563 mm each, needs physical adjustment"
head_yaw_T4_M_disc_spring_1,head.yaw_frame,采购碟簧,spring,1,SCHNORR 001200,,,,0.563 x 10.0 x 10.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/head_yaw_T4_M_disc_spring_1.step,,"SCHNORR 001200 opposed pair in series; 294 N nominal at 0.563 mm each, needs physical adjustment"
head_yaw_T4_M_spring_lower_washer,head.yaw_frame,加工金属,spring,1,,,,,0.5 x 11.0 x 11.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/head_yaw_T4_M_spring_lower_washer.step,,Ground steel spring washer
head_yaw_T4_M_split_stop_collar_left,head.yaw_frame,加工金属,aluminum_7075,1,,,,,3.0 x 5.9 x 13.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/head_yaw_T4_M_split_stop_collar_left.step,,Radial assembly into positive D3 groove; 1.1 mm axial lip; stop geometry sets nominal spring stack
head_yaw_T4_M_split_stop_collar_right,head.yaw_frame,加工金属,aluminum_7075,1,,,,,3.0 x 5.9 x 13.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/head_yaw_T4_M_split_stop_collar_right.step,,Second collar half; 0.20 mm split; M2 screws join the halves without relying on friction for axial retention
head_yaw_T4_M_collar_M2x8_0,head.yaw_frame,采购紧固件,brass,1,,M2,8,screw_head_to_drawing,3.8 x 3.8 x 10.0,按螺纹、长度、材料和实际头部包络一起核对,parts/head_yaw_T4_M_collar_M2x8_0.step,,M2x8 into tapped left collar half; 2.9 mm nominal engagement; install before arm carrier
head_yaw_T4_M_collar_M2x8_1,head.yaw_frame,采购紧固件,brass,1,,M2,8,screw_head_to_drawing,3.8 x 3.8 x 10.0,按螺纹、长度、材料和实际头部包络一起核对,parts/head_yaw_T4_M_collar_M2x8_1.step,,M2x8 into tapped left collar half; 2.9 mm nominal engagement; install before arm carrier
head_yaw_T4_flanged_POM_bush,chest,加工塑料,pom,1,,,,,7.4 x 7.4 x 13.8,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/head_yaw_T4_flanged_POM_bush.step,,"D6 nominal radial sleeve, D4.06 running bore, D7.4 x0.8 flange; nominal dimensions require fit qualification"
head_yaw_T4_socket_M2x3,head.yaw_frame,采购紧固件,brass,1,,M2,3,screw_head_to_drawing,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/head_yaw_T4_socket_M2x3.step,,Flush slotted M2x3 radial retainer; D face carries torque
head_pitch_T4_rotor_face,head.pitch_frame,加工金属,aluminum_7075,1,,,,,2.8 x 18.0 x 21.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/head_pitch_T4_rotor_face.step,,Positive D4 drive; axial spring force reacts into the fixed metal shoulder seat; integral travel tab reacts directly into bearing frame
head_pitch_T4_lining,head.yaw_frame,加工塑料,peek,1,,,,,1.0 x 18.0 x 19.4,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/head_pitch_T4_lining.step,,"; unfilled machined PEEK candidate, dry contact; actual torque and creep must be qualified"
head_pitch_T4_sensor_integral_magnet_shaft,head.pitch_frame,加工金属,aluminum_7075,1,,,,,10.6 x 10.6 x 33.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/head_pitch_T4_sensor_integral_magnet_shaft.step,,"D4 arm drive and friction rotor drive; side-assembled keyed groove on Z -17.626..-16.426, D3 / flat 1.1; no inaccessible end nut; integral magnet cup and metal thrust shoulder"
head_pitch_T4_sensor_diametric_magnet_6x2p5,head.pitch_frame,采购标准件,magnet,1,AS5000-MD6H-2,,,,2.5 x 6.0 x 6.0,AS5000-MD6H-2 候选，Ø6×2.5 径向充磁，逐件核对磁场,parts/head_pitch_T4_sensor_diametric_magnet_6x2p5.step,,6 x 2.5 diametric magnet; 0.1 mm radial adhesive allowance; grade and field not qualified
head_pitch_T4_sensor_magnet_keeper,head.pitch_frame,打印,frame,1,,,,,2.6 x 13.0 x 13.0,PLA 候选，按随件 STL 和切片复核要求,parts/head_pitch_T4_sensor_magnet_keeper.step,print_candidates/head_pitch_T4_sensor_magnet_keeper.stl,"Removable rigid cover retains outer 0.5 mm of magnet face; 0.6 mm cover, radial brass screw attachment; print durability pending"
head_pitch_T4_sensor_keeper_set_M2x3_0,head.pitch_frame,采购紧固件,brass,1,,M2,3,set_screw,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/head_pitch_T4_sensor_keeper_set_M2x3_0.step,,Nominal slotted brass M2x3 set screw; exact purchased part and slot specification pending
head_pitch_T4_sensor_keeper_set_M2x3_1,head.pitch_frame,采购紧固件,brass,1,,M2,3,set_screw,2.0 x 2.0 x 3.0,按螺纹、长度、材料和实际头部包络一起核对,parts/head_pitch_T4_sensor_keeper_set_M2x3_1.step,,Nominal slotted brass M2x3 set screw; exact purchased part and slot specification pending
head_pitch_T4_sensor_pcb_AS5048A,head.yaw_frame,PCBA内含,pcb_component,1,,,,,1.0 x 5.0 x 6.4,按电子板成套，不按机械实体重复采购,parts/head_pitch_T4_sensor_pcb_AS5048A.step,,actual_KiCad_STEP
head_pitch_T4_sensor_pcb_C1,head.yaw_frame,PCBA内含,pcb_component,1,,,,,0.8 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/head_pitch_T4_sensor_pcb_C1.step,,actual_KiCad_STEP
head_pitch_T4_sensor_pcb_C2,head.yaw_frame,PCBA内含,pcb_component,1,,,,,1.05 x 1.45 x 2.3,按电子板成套，不按机械实体重复采购,parts/head_pitch_T4_sensor_pcb_C2.step,,"Murata GRM219R61E106KA12D 10 uF 25 V X5R, max .95 mm body + .10 mm solder seating allocation"
head_pitch_T4_sensor_pcb_R1,head.yaw_frame,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/head_pitch_T4_sensor_pcb_R1.step,,actual_KiCad_STEP
head_pitch_T4_sensor_pcb_R2,head.yaw_frame,PCBA内含,pcb_component,1,,,,,0.45 x 0.8 x 1.6,按电子板成套，不按机械实体重复采购,parts/head_pitch_T4_sensor_pcb_R2.step,,actual_KiCad_STEP
head_pitch_T4_sensor_pcb_board,head.yaw_frame,PCBA内含,pcb,1,,,,,0.91 x 10.0 x 12.0,按电子板成套，不按机械实体重复采购,parts/head_pitch_T4_sensor_pcb_board.step,,actual_KiCad_STEP
head_pitch_T4_sensor_pcb_J1_dimension_envelope,head.yaw_frame,PCBA内含,pcb_component,1,,,,,3.3 x 9.4 x 9.6,按电子板成套，不按机械实体重复采购,parts/head_pitch_T4_sensor_pcb_J1_dimension_envelope.step,,"JST SM06B-SRSS-TB side-entry SH6, conservative 9.4 x9.6 x3.3 mm mated plug allocation; cable bend remains a separate harness requirement"
head_pitch_T4_sensor_board_seat_saddle_0,head.yaw_frame,打印,frame,1,,,,,1.8 x 4.0 x 4.25,PLA 候选，按随件 STL 和切片复核要求,parts/head_pitch_T4_sensor_board_seat_saddle_0.step,print_candidates/head_pitch_T4_sensor_board_seat_saddle_0.stl,"Separate L saddle installed after complete magnet shaft; locating wall at +/-6.1, nominal 1.0 mm board slot; never fuse to base posts"
head_pitch_T4_sensor_board_seat_saddle_1,head.yaw_frame,打印,frame,1,,,,,1.8 x 4.0 x 4.25,PLA 候选，按随件 STL 和切片复核要求,parts/head_pitch_T4_sensor_board_seat_saddle_1.step,print_candidates/head_pitch_T4_sensor_board_seat_saddle_1.stl,"Separate L saddle installed after complete magnet shaft; locating wall at +/-6.1, nominal 1.0 mm board slot; never fuse to base posts"
head_pitch_T4_sensor_board_edge_cap_0,head.yaw_frame,加工塑料,nylon,1,,,,,0.8 x 4.0 x 4.25,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/head_pitch_T4_sensor_board_edge_cap_0.step,,Removable insulating edge retainer; nominal 1.0 mm board stack; STEP FR4 body is 0.91 mm excluding copper/model offsets; fit requires physical verification
head_pitch_T4_sensor_board_cap_M2x6_0,head.yaw_frame,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.5 x 3.5 x 7.4,按螺纹、长度、材料和实际头部包络一起核对,parts/head_pitch_T4_sensor_board_cap_M2x6_0.step,,"Nominal nylon M2x6 into replaceable printed support; 3.4 mm engagement, creep and repeated assembly unqualified"
head_pitch_T4_sensor_board_edge_cap_1,head.yaw_frame,加工塑料,nylon,1,,,,,0.8 x 4.0 x 4.25,POM-C / 未填充 PEEK / PA12 按材质分别加工；薄件不等同 PLA 打印,parts/head_pitch_T4_sensor_board_edge_cap_1.step,,Removable insulating edge retainer; nominal 1.0 mm board stack; STEP FR4 body is 0.91 mm excluding copper/model offsets; fit requires physical verification
head_pitch_T4_sensor_board_cap_M2x6_1,head.yaw_frame,采购紧固件,nylon,1,,M2,6,screw_head_to_drawing,3.5 x 3.5 x 7.4,按螺纹、长度、材料和实际头部包络一起核对,parts/head_pitch_T4_sensor_board_cap_M2x6_1.step,,"Nominal nylon M2x6 into replaceable printed support; 3.4 mm engagement, creep and repeated assembly unqualified"
head_pitch_T4_M_upper_thrust_shim,head.yaw_frame,加工金属,bronze,1,,,,,0.2 x 10.6 x 10.6,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/head_pitch_T4_M_upper_thrust_shim.step,,"0.20 mm CuSn8 thrust shim candidate; metal frame at 5.5, shaft shoulder at 5.7; flatness, wear and supplier process pending"
head_pitch_T4_M_spring_upper_washer,head.pitch_frame,加工金属,spring,1,,,,,1.0 x 11.0 x 11.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/head_pitch_T4_M_spring_upper_washer.step,,Ground steel washer; spring load kept away from arm coupling
head_pitch_T4_M_disc_spring_0,head.pitch_frame,采购碟簧,spring,1,SCHNORR 001200,,,,0.563 x 10.0 x 10.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/head_pitch_T4_M_disc_spring_0.step,,"SCHNORR 001200 opposed pair in series; 294 N nominal at 0.563 mm each, needs physical adjustment"
head_pitch_T4_M_disc_spring_1,head.pitch_frame,采购碟簧,spring,1,SCHNORR 001200,,,,0.563 x 10.0 x 10.0,按弹簧型号和装配方向，不按 CAD 色彩选型,parts/head_pitch_T4_M_disc_spring_1.step,,"SCHNORR 001200 opposed pair in series; 294 N nominal at 0.563 mm each, needs physical adjustment"
head_pitch_T4_M_spring_lower_washer,head.pitch_frame,加工金属,spring,1,,,,,0.5 x 11.0 x 11.0,按 STEP 加工并检验配合；复杂框架先反馈 DFM,parts/head_pitch_T4_M_spring_lower_washer.step,,Ground steel spring washer
